RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VPD5SP-NA2,3,CZIPA1A,4,CCATO4A,198,60
VPD5SP-NA2,4,CCATO4A,5,ESTADAA,509,60
VPD5SP-NA2,5,ESTADAA,6,ENCPA1A,993,60
VPD5SP-NA2,6,ENCPA1A,7,FONPA1A,707,60
VPD5SP-NA2,7,FONPA1A,8,PESPA1A,436,60
VPD5SP-NA2,8,PESPA1A,9,H24PA1A,403,60
VPD5SP-NA2,9,H24PA1A,10,LOMPA1A,535,60
VPD5SP-NA2,10,LOMPA1A,11,INDPA1A,648,60
VPD5SP-NA2,11,INDPA1A,12,PMAPA4A,389,60
VPD5SP-NA2,12,PMAPA4A,13,MANPA1A,289,60
VPD5SP-NA2,13,MANPA1A,14,AMEPA1A,809,80
VPD5SP-NA2,14,AMEPA1A,15,UTPTM1A,612,60
VPD5SP-NA2,15,UTPTM1A,16,CARTM1A,486,60
VPD5SP-NA2,16,CARTM1A,17,ISTTM1A,360,60
VPD5SP-NA2,17,ISTTM1A,18,BOSTM1A,1074,60
VPD5SP-NA2,18,BOSTM1A,19,CA1391A,531,60
VPD5SP-NA2,19,CA1391A,20,PPETM4A,780,60
VPD5SP-NA2,20,PPETM4A,21,NCATM1A,509,60
VPD5SP-NA2,21,NCATM1A,22,BSATM1A,847,60
VPD5SP-NA2,22,BSATM1A,23,ESTLP1A,622,40
VPD5SP-NA2,23,ESTLP1A,24,CVITM1A,482,60
VPD5SP-NA2,24,CVITM1A,25,BRITM1A,638,60
VPD5SP-NA2,25,BRITM1A,26,SPNTM1A,362,60
VPD5SP-NA2,26,SPNTM1A,27,AVE3CSA,1868,40
VPD5VL-NA2,1,PADON  ,2,PARED1A,552,60
VPD5VL-NA2,2,PARED1A,3,CZIPA1A,339,60
VPD5VL-NA2,3,CZIPA1A,4,CCATO4A,198,60
VPD5VL-NA2,4,CCATO4A,5,ESTADAA,509,60
VPD5VL-NA2,5,ESTADAA,6,ENCPA1A,993,60
VPD5VL-NA2,6,ENCPA1A,7,FONPA1A,707,60
VPD5VL-NA2,7,FONPA1A,8,PESPA1A,436,60
VPD5VL-NA2,8,PESPA1A,9,H24PA1A,403,60
VPD5VL-NA2,9,H24PA1A,10,LOMPA1A,535,60
VPD5VL-NA2,10,LOMPA1A,11,INDPA1A,648,60
VPD5VL-NA2,11,INDPA1A,12,PMAPA4A,389,60
VPD5VL-NA2,12,PMAPA4A,13,MANPA1A,289,60
VPD5VL-NA2,13,MANPA1A,14,AMEPA1A,809,80
VPD5VL-NA2,14,AMEPA1A,15,UTPTM1A,612,60
VPD5VL-NA2,15,UTPTM1A,16,CARTM1A,486,60
VPD5VL-NA2,16,CARTM1A,17,ISTTM1A,360,60
VPD5VL-NA2,17,ISTTM1A,18,CPRAD1A,802,30
VPD5VL-NA2,18,CPRAD1A,19,CAODB1A,567,40
VPD5VL-NA2,19,CAODB1A,20,IBHDB1A,216,40
VPD5VL-NA2,20,IBHDB1A,21,BHODB1A,364,40
VPD5VL-NA2,21,BHODB1A,22,CRODB1A,226,40
VPD5VL-NA2,22,CRODB1A,23,TERDB1A,270,40
VPD5VL-NA2,23,TERDB1A,24,AVPDB1A,415,40
VPD5VL-NA2,24,AVPDB1A,25,CIRDB1A,826,40
VPD5VL-NA2,25,CIRDB1A,26,CELDB1A,244,40
VPD5VL-NA2,26,CELDB1A,27,VERDB1A,438,80
VPD5VL-NA2,27,VERDB1A,28,VERDB2A,854,40
VPD6P2-NA2,1,PADON  ,2,PARED1A,552,60
VPD6P2-NA2,2,PARED1A,3,CZIPA1A,339,60
VPD6P2-NA2,3,CZIPA1A,4,CCATO4A,198,60
VPD6P2-NA2,4,CCATO4A,5,ESTADAA,509,60
VPD6P2-NA2,5,ESTADAA,6,ENCPA1A,993,60
VPD6P2-NA2,6,ENCPA1A,7,FONPA1A,707,60
VPD6P2-NA2,7,FONPA1A,8,PESPA1A,436,60
VPD6P2-NA2,8,PESPA1A,9,H24PA1A,403,60
VPD6P2-NA2,9,H24PA1A,10,LOMPA1A,535,60
VPD6P2-NA2,10,LOMPA1A,11,INDPA1A,648,60
VPD6P2-NA2,11,INDPA1A,12,PAGMN1A,961,50
VPD6P2-NA2,12,PAGMN1A,13,MANMN1A,281,50
VPD6P2-NA2,13,MANMN1A,14,LNOMN1A,385,50
VPD6P2-NA2,14,LNOMN1A,15,NOGMN1A,250,50
VPD6P2-NA2,15,NOGMN1A,16,STMMN1A,440,50
VPD6P2-NA2,16,STMMN1A,17,PREAL1A,153,50
VPD6P2-NA2,17,PREAL1A,18,MONPE1A,922,50
VPD6P2-NA2,18,MONPE1A,19,ESTAPEA,117,40
VPD6P6-NA2,1,PADON  ,2,PARED1A,552,60
VPD6P6-NA2,2,PARED1A,3,CZIPA1A,339,60
VPD6P6-NA2,3,CZIPA1A,4,CCATO4A,198,60
VPD6P6-NA2,4,CCATO4A,5,ESTADAA,509,60
VPD6P6-NA2,5,ESTADAA,6,ENCPA1A,993,60
VPD6P6-NA2,6,ENCPA1A,7,FONPA1A,707,60
VPD6P6-NA2,7,FONPA1A,8,PESPA1A,436,60
VPD6P6-NA2,8,PESPA1A,9,H24PA1A,403,60
VPD6P6-NA2,9,H24PA1A,10,LOMPA1A,535,60
VPD6P6-NA2,10,LOMPA1A,11,INDPA1A,648,60
VPD6P6-NA2,11,INDPA1A,12,PAGMN1A,961,50
VPD6P6-NA2,13,MANMN1A,14,LNOMN1A,385,50
VPD6P6-NA2,14,LNOMN1A,15,NOGMN1A,250,50
VPD6P6-NA2,15,NOGMN1A,16,STMMN1A,440,50
VPD6P6-NA2,16,STMMN1A,17,PREAL1A,153,50
VPD6P6-NA2,17,PREAL1A,18,PREAL2A,169,50
VPD6PG-NA2,1,PADON  ,2,PARED1A,552,60
VPD6PG-NA2,2,PARED1A,3,CZIPA1A,339,60
VPD6PG-NA2,3,CZIPA1A,4,CCATO4A,198,60
VPD6PG-NA2,4,CCATO4A,5,ESTADAA,509,60
VPD6PG-NA2,5,ESTADAA,6,ENCPA1A,993,60
VPD6PG-NA2,6,ENCPA1A,7,FONPA1A,707,60
VPD6PG-NA2,7,FONPA1A,8,PESPA1A,436,60
VPD6PG-NA2,8,PESPA1A,9,H24PA1A,403,60
VPD6PG-NA2,9,H24PA1A,10,LOMPA1A,535,60
VPD6PG-NA2,10,LOMPA1A,11,INDPA1A,648,60
VPD6PG-NA2,11,INDPA1A,12,PAGMN1A,961,50
VPD6SI-NA2,1,PADON  ,2,PARED1A,552,60
VPD6SI-NA2,2,PARED1A,3,CZIPA1A,339,60
VPD6SI-NA2,3,CZIPA1A,4,CCATO4A,198,60
VPD6SI-NA2,4,CCATO4A,5,ESTADAA,509,60
VPD6SI-NA2,5,ESTADAA,6,ENCPA1A,993,60
VPD6SI-NA2,6,ENCPA1A,7,FONPA1A,707,60
VPD6SI-NA2,7,FONPA1A,8,PESPA1A,436,60
VPD6SI-NA2,8,PESPA1A,9,H24PA1A,403,60
VPD6SI-NA2,9,H24PA1A,10,LOMPA1A,535,60
VPD6SI-NA2,10,LOMPA1A,11,INDPA1A,648,60
VPD6SI-NA2,11,INDPA1A,12,PAGMN1A,961,50
VPD6SI-NA2,12,PAGMN1A,13,MANMN1A,281,50
VPD6SI-NA2,13,MANMN1A,14,LNOMN1A,385,50
VPD6SI-NA2,14,LNOMN1A,15,NOGMN1A,250,50
VPD6SI-NA2,15,NOGMN1A,16,STMMN1A,440,50
VPD6SI-NA2,16,STMMN1A,17,PREAL1A,153,50
VPD6SI-NA2,17,PREAL1A,18,MONPE1A,922,50
VPD6SI-NA2,18,MONPE1A,19,ESTAPEA,117,40
VPD6SI-NA2,19,ESTAPEA,20,YSAJO1A,904,40
VPDBDI-NA2,1,PADON  ,2,PARED2A,548,60
VPDBDO-NA2,1,PADON  ,2,PARED1A,552,60
VPDBDO-NA2,2,PARED1A,3,CZIPA1A,339,60
VPDBDO-NA2,3,CZIPA1A,4,ESTA24A,303,60
VPDBDR-NA2,1,PADON  ,2,PARED1A,552,60
VPDBDX-NA2,1,PADON  ,2,PARED1A,552,60
VPDBDX-NA2,2,PARED1A,3,ESTADAA,851,60
VPDBNI-NA2,1,PADON  ,2,NTOPA2A,973,60
VPDBNI-NA2,2,NTOPA2A,3,PANPA4A,1027,60
VPDBNI-NA2,3,PANPA4A,4,MOLPA2A,954,60
VPDBNI-NA2,4,MOLPA2A,5,FELPA2A,310,60
VPDBNI-NA2,5,FELPA2A,6,NVAES2A,637,60
VPDBNI-NA2,6,NVAES2A,7,NVAES1A,925,60
VPDBNT-NA2,1,PADON  ,2,NTOPA2A,973,60
VPDBP4-NA2,1,PADON  ,2,NTOPA2A,973,60
VPDBP4-NA2,2,NTOPA2A,3,PANPA4A,1027,60
VPDBP4-NA2,3,PANPA4A,4,MOLPA2A,954,60
VPDBP4-NA2,4,MOLPA2A,5,FELPA2A,310,60
VPDBP4-NA2,5,FELPA2A,6,NVAES2A,637,60
VPDBP4-NA2,6,NVAES2A,7,SJUPA2A,2007,60
VPDBP4-NA2,7,SJUPA2A,8,TATPA2A,680,60
VPDBP4-NA2,8,TATPA2A,9,ATAPA2A,612,60
VPDBP4-NA2,9,ATAPA2A,10,CRUPA2A,423,40
VPDBP4-NA2,10,CRUPA2A,11,ENTPC3A,737,40
VPDBP4-NA2,11,ENTPC3A,12,CPAPA2A,204,40
VPDBP4-NA2,12,CPAPA2A,13,INTPA4A,98,40
VPDBP4-NA2,14,PACPA2A,15,PPAPC2A,587,40
VPDBP4-NA2,15,PPAPC2A,16,PPAPC1A,914,40
VPDCACA-N2,1,PADON  ,2,PARED1A,552,60
VPDCACA-N2,2,PARED1A,3,ESTADAA,851,60
VPDCACA-N2,3,ESTADAA,4,CRUCE1A,871,50
VPDCACA-N2,4,CRUCE1A,5,SANTO1A,1691,40
VPDCACA-N2,5,SANTO1A,6,PENAB1A,465,40
VPDCAES-N2,1,PADON  ,2,PARED1A,552,60
VPDCAES-N2,2,PARED1A,3,ESTADAA,851,60
VPDCAES-N2,3,ESTADAA,4,GARTO2A,1332,50
VPDCAES-N2,4,GARTO2A,5,BAJTO2A,515,50
VPDCAES-N2,5,BAJTO2A,6,BRITO2A,311,50
VPDCAES-N2,6,BRITO2A,7,CSVTO2A,252,50
VPDCAES-N2,7,CSVTO2A,8,SVITO2A,195,50
VPDCAES-N2,8,SVITO2A,9,ELSTO2A,225,60
VPDCAES-N2,9,ELSTO2A,10,SIETO4A,258,50
VPDCAES-N2,10,SIETO4A,11,CLSTO2A,20,60
VPDCAES-N2,11,CLSTO2A,12,TOCTO2A,458,40
VPDCAES-N2,12,TOCTO2A,13,COLTO2A,545,40
VPDCAES-N2,13,COLTO2A,14,ESTASIA,472,40
VPDCAIH-N2,1,PADON  ,2,PARED1A,497,60
VPDCAIH-N2,2,PARED1A,3,ESTADAA,851,60
VPDCAIH-N2,3,ESTADAA,4,CRUCE1A,2768,50
VPDCAIH-N2,4,CRUCE1A,5,COTTO1A,595,50
VPDCAIH-N2,5,COTTO1A,6,ERITO1A,592,50
VPDCAIH-N2,6,ERITO1A,7,SANTO1A,504,40
VPDCAIH-N2,7,SANTO1A,8,MORTO1A,398,50
VPDCAIH-N2,8,MORTO1A,9,BOMTO1A,720,50
VPDCAIH-N2,9,BOMTO1A,10,LMOTO1A,332,50
VPDCAIH-N2,10,LMOTO1A,11,PANTO1A,253,50
VPDCAIH-N2,11,PANTO1A,12,AERTM1A,461,60
VPDCAIH-N2,12,AERTM1A,13,TMOTM1A,546,60
VPDCAIH-N2,13,TMOTM1A,14,INATM1A,721,60
VPDCAMX-N2,1,PADON  ,2,PARED1A,552,60
VPDCAMX-N2,2,PARED1A,3,ESTADAA,851,60
VPDCAMX-N2,3,ESTADAA,4,CRUCE1A,871,50
VPDCAMX-N2,4,CRUCE1A,5,COTTO1A,595,50
VPDCAMX-N2,5,COTTO1A,6,ERITO1A,592,50
VPDCAMX-N2,6,ERITO1A,7,SANTO1A,504,40
VPDCAMX-N2,7,SANTO1A,8,PENAB1A,465,40
VPDCAMX-N2,8,PENAB1A,9,MAINT1A,410,40
VPDCATO-N2,1,PADON  ,2,PARED1A,552,60
VPDCATO-N2,2,PARED1A,3,ESTADAA,851,60
VPDCATO-N2,3,ESTADAA,4,CRUCE1A,871,50
VPDCNPB-N2,1,PADON  ,2,PARED1A,552,60
VPDCNPB-N2,2,PARED1A,3,CZIPA1A,339,60
VPDCNPB-N2,3,CZIPA1A,4,CCATO4A,198,60
VPDCNPB-N2,4,CCATO4A,5,ESTA24A,105,60
VPDCNPB-N2,6,ESTADAA,7,ENCPA1A,993,60
VPDCNPB-N2,7,ENCPA1A,8,FONPA1A,707,60
VPDCNPB-N2,8,FONPA1A,9,PESPA1A,436,60
VPDCNPB-N2,9,PESPA1A,10,ETITK3A,16325,40
VPDCNPB-N2,10,ETITK3A,11,CSITK2A,208,60
VPDCNPB-N2,11,CSITK2A,12,MILTK2A,978,60
VPDCNPB-N2,12,MILTK2A,13,CHITK2A,684,60
VPDCNPB-N2,13,CHITK2A,14,CELTK2A,278,60
VPDCNPB-N2,14,CELTK2A,15,ZAITK2A,313,60
VPDCNPB-N2,15,ZAITK2A,16,ULATK2A,240,60
VPDCNPB-N2,16,ULATK2A,17,ROCTK2A,428,60
VPDCNPB-N2,17,ROCTK2A,18,PALTK2A,268,60
VPDCNPB-N2,18,PALTK2A,19,LAJTK2A,463,60
VPDCNPB-N2,19,LAJTK2A,20,GONTK2A,764,60
VPDCNPB-N2,20,GONTK2A,21,EBETK2A,538,60
VPDCNPB-N2,21,EBETK2A,22,FLOTK2A,593,60
VPDCNPB-N2,22,FLOTK2A,23,CABTK2A,611,60
VPDCNPB-N2,23,CABTK2A,24,PACAB  ,393,40
VPDCNPO-N2,1,PADON  ,2,PARED1A,552,60
VPDCNPO-N2,2,PARED1A,3,CZIPA1A,339,60
VPDCNPO-N2,3,CZIPA1A,4,CCATO4A,198,60
VPDCNPO-N2,4,CCATO4A,5,ESTA24A,105,60
VPDCNPO-N2,5,ESTA24A,6,ESTADAA,404,60
VPDCNPO-N2,6,ESTADAA,7,ENCPA1A,993,60
VPDCNPO-N2,7,ENCPA1A,8,FONPA1A,707,60
VPDCNPO-N2,8,FONPA1A,9,PESPA1A,436,60
VPDCNPO-N2,9,PESPA1A,10,OJOAG1A,16878,60
VPDCNPO-N2,10,OJOAG1A,11,PAOJO  ,624,40
VPDCSA3-N1,1,PADON  ,2,PARED1A,552,60
VPDCSA3-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSA3-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSA3-N1,4,CCATO4A,5,ESTADAA,509,60
VPDCSA3-N1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSA3-N1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSA3-N1,7,FONPA1A,8,PESPA1A,436,60
VPDCSA3-N1,8,PESPA1A,9,H24PA1A,403,60
VPDCSA3-N1,9,H24PA1A,10,LOMPA1A,535,60
VPDCSA3-N1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSA3-N1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSA3-N1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSA3-N1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSA3-N1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSA3-N1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSA3-N1,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSA3-N1,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSA3-N1,18,CESCO1A,19,GATCS1A,3762,80
VPDCSA3-N1,19,GATCS1A,20,GMAVI4A,2500,60
VPDCSA3-N1,20,GMAVI4A,21,PAICT1A,232,60
VPDCSA3-N1,21,PAICT1A,22,AQGCT3A,603,40
VPDCSA3-N1,22,AQGCT3A,23,FEBFB3A,655,60
VPDCSA3-N1,23,FEBFB3A,24,RHIFB3A,222,40
VPDCSA3-N1,24,RHIFB3A,25,IGCME3A,282,60
VPDCSA3-N1,25,IGCME3A,26,CRWME3A,195,40
VPDCSA3-N1,26,CRWME3A,27,MEBME3A,451,60
VPDCSA3-N1,27,MEBME3A,28,CVANA2A,522,60
VPDCSA3-N1,29,LOCER2A,30,ADETM2A,325,60
VPDCSAL-N1,1,PADON  ,2,PARED1A,552,60
VPDCSAL-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSAL-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSAL-N1,4,CCATO4A,5,ESTADAA,509,60
VPDCSAL-N1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSAL-N1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSAL-N1,7,FONPA1A,8,PESPA1A,436,60
VPDCSAL-N1,8,PESPA1A,9,H24PA1A,403,60
VPDCSAL-N1,9,H24PA1A,10,LOMPA1A,535,60
VPDCSAL-N1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSAL-N1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSAL-N1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSAL-N1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSAL-N1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSAL-N1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSAL-N1,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSAL-N1,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSAL-N1,18,CESCO1A,19,GATCS1A,3762,80
VPDCSAL-N1,19,GATCS1A,20,GMAVI4A,2500,60
VPDCSAL-N1,20,GMAVI4A,21,PAICT1A,232,60
VPDCSAL-N1,21,PAICT1A,22,AQGCT3A,603,40
VPDCSAL-N1,22,AQGCT3A,23,URRACCA,681,60
VPDCSAL-N1,23,URRACCA,24,C39CT3A,521,60
VPDCSAL-N1,24,C39CT3A,25,HNICT3A,347,60
VPDCSAL-N1,25,HNICT3A,26,BOULECA,519,60
VPDCSAL-N1,26,BOULECA,27,ABACE1A,2673,60
VPDCSAL-N1,27,ABACE1A,28,PNACE1A,565,40
VPDCSAL-N1,28,PNACE1A,29,ALBROCA,2518,40
VPDCSBV-N2,1,PADON  ,2,PARED1A,552,60
VPDCSBV-N2,2,PARED1A,3,CZIPA1A,339,60
VPDCSBV-N2,3,CZIPA1A,4,CCATO4A,198,60
VPDCSBV-N2,4,CCATO4A,5,ESTADAA,509,60
VPDCSBV-N2,5,ESTADAA,6,ENCPA1A,993,60
VPDCSBV-N2,6,ENCPA1A,7,FONPA1A,707,60
VPDCSBV-N2,7,FONPA1A,8,PESPA1A,436,60
VPDCSBV-N2,8,PESPA1A,9,H24PA1A,403,60
VPDCSBV-N2,9,H24PA1A,10,LOMPA1A,535,60
VPDCSBV-N2,10,LOMPA1A,11,INDPA1A,648,60
VPDCSBV-N2,11,INDPA1A,12,PMAPA4A,389,60
VPDCSBV-N2,12,PMAPA4A,13,MANPA1A,289,60
VPDCSBV-N2,13,MANPA1A,14,AMEPA1A,809,80
VPDCSBV-N2,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSBV-N2,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSBV-N2,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSBV-N2,17,LLBCS1A,18,GCVCS1A,3112,80
VPDCSBV-N2,18,GCVCS1A,19,BVVCS1A,1960,40
VPDCSC5-N1,1,PADON  ,2,PARED1A,552,60
VPDCSC5-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSC5-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSC5-N1,4,CCATO4A,5,ESTADAA,509,60
VPDCSC5-N1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSC5-N1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSC5-N1,7,FONPA1A,8,PESPA1A,436,60
VPDCSC5-N1,8,PESPA1A,9,H24PA1A,403,60
VPDCSC5-N1,9,H24PA1A,10,LOMPA1A,535,60
VPDCSC5-N1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSC5-N1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSC5-N1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSC5-N1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSC5-N1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSC5-N1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSC5-N1,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSC5-N1,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSC5-N1,18,CESCO1A,19,GATCS1A,3762,80
VPDCSC5-N1,19,GATCS1A,20,GMAVI4A,2500,60
VPDCSC5-N1,20,GMAVI4A,21,PAICT1A,232,60
VPDCSC5-N1,21,PAICT1A,22,HSBCL3A,1322,60
VPDCSCE-N2,1,PADON  ,2,PARED1A,552,60
VPDCSCE-N2,2,PARED1A,3,CZIPA1A,339,60
VPDCSCE-N2,3,CZIPA1A,4,CCATO4A,198,60
VPDCSCE-N2,4,CCATO4A,5,ESTADAA,509,60
VPDCSCE-N2,5,ESTADAA,6,ENCPA1A,993,60
VPDCSCE-N2,6,ENCPA1A,7,FONPA1A,707,60
VPDCSCE-N2,7,FONPA1A,8,PESPA1A,436,60
VPDCSCE-N2,8,PESPA1A,9,H24PA1A,403,60
VPDCSCE-N2,9,H24PA1A,10,LOMPA1A,535,60
VPDCSCE-N2,10,LOMPA1A,11,INDPA1A,648,60
VPDCSCE-N2,11,INDPA1A,12,PMAPA4A,389,60
VPDCSCE-N2,12,PMAPA4A,13,MANPA1A,289,60
VPDCSCE-N2,13,MANPA1A,14,AMEPA1A,809,80
VPDCSCE-N2,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSCE-N2,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSCE-N2,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSCE-N2,17,LLBCS1A,18,GCVCS1A,3112,80
VPDCSCE-N2,18,GCVCS1A,19,BVVCS2A,1441,40
VPDCSCN-N1,1,PADON  ,2,PARED1A,552,60
VPDCSCN-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSCN-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSCN-N1,4,CCATO4A,5,ESTADAA,509,60
VPDCSCN-N1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSCN-N1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSCN-N1,7,FONPA1A,8,PESPA1A,436,60
VPDCSCN-N1,8,PESPA1A,9,H24PA1A,403,60
VPDCSCN-N1,9,H24PA1A,10,LOMPA1A,535,60
VPDCSCN-N1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSCN-N1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSCN-N1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSCN-N1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSCN-N1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSCN-N1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSCN-N1,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSCN-N1,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSCN-N1,18,CESCO1A,19,GATCS1A,3762,80
VPDCSCN-N1,19,GATCS1A,20,GMAVI4A,2500,60
VPDCSCN-N1,20,GMAVI4A,21,PAICT1A,232,60
VPDCSCN-N1,21,PAICT1A,22,AQGCT3A,603,40
VPDCSCN-N1,22,AQGCT3A,23,FEBFB3A,655,60
VPDCSCN-N1,23,FEBFB3A,24,RHIFB3A,222,40
VPDCSCN-N1,24,RHIFB3A,25,IGCME3A,282,60
VPDCSCN-N1,25,IGCME3A,26,CRWME3A,195,40
VPDCSCN-N1,26,CRWME3A,27,MEBME3A,451,60
VPDCSCN-N1,27,MEBME3A,28,CVANA2A,522,60
VPDCSCV-N1,1,PADON  ,2,PARED1A,552,60
VPDCSCV-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSCV-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSCV-N1,4,CCATO4A,5,ESTADAA,509,60
VPDCSCV-N1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSCV-N1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSCV-N1,7,FONPA1A,8,PESPA1A,436,60
VPDCSCV-N1,8,PESPA1A,9,H24PA1A,403,60
VPDCSCV-N1,9,H24PA1A,10,LOMPA1A,535,60
VPDCSCV-N1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSCV-N1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSCV-N1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSCV-N1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSCV-N1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSCV-N1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSCV-N1,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSCV-N1,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSCV-N1,18,CESCO1A,19,GATCS1A,3762,80
VPDCSCV-N1,19,GATCS1A,20,HPPVB3A,1683,40
VPDCSCV-N1,21,IDAAN3A,22,CRUVHVA,919,60
VPDCSEB-N2,1,PADON  ,2,PARED1A,552,60
VPDCSEB-N2,2,PARED1A,3,CZIPA1A,339,60
VPDCSEB-N2,3,CZIPA1A,4,CCATO4A,198,60
VPDCSEB-N2,4,CCATO4A,5,ESTADAA,509,60
VPDCSEB-N2,5,ESTADAA,6,ENCPA1A,993,60
VPDCSEB-N2,6,ENCPA1A,7,FONPA1A,707,60
VPDCSEB-N2,7,FONPA1A,8,PESPA1A,436,60
VPDCSEB-N2,8,PESPA1A,9,H24PA1A,403,60
VPDCSEB-N2,9,H24PA1A,10,LOMPA1A,535,60
VPDCSEB-N2,10,LOMPA1A,11,INDPA1A,648,60
VPDCSEB-N2,11,INDPA1A,12,PMAPA4A,389,60
VPDCSEB-N2,12,PMAPA4A,13,MANPA1A,289,60
VPDCSEB-N2,13,MANPA1A,14,AMEPA1A,809,80
VPDCSEB-N2,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSEB-N2,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSEB-N2,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSEB-N2,17,LLBCS1A,18,GCECS1A,980,80
VPDCSEB-N2,18,GCECS1A,19,P-RCS1A,1033,40
VPDCSEB-N2,19,P-RCS1A,20,COSCS1A,1073,40
VPDCSEB-N2,20,COSCS1A,21,HCOCS1A,698,40
VPDCSEB-N2,21,HCOCS1A,22,BAMCS3A,240,80
VPDCSEB-N2,22,BAMCS3A,23,GMYPV2A,1257,60
VPDCSEB-N2,23,GMYPV2A,24,BGEPV2A,548,60
VPDCSEB-N2,24,BGEPV2A,25,PBAVE4A,236,60
VPDCSEB-N2,25,PBAVE4A,26,BALBO2A,101,60
VPDCSEB-N2,26,BALBO2A,27,ETBVE1A,747,60
VPDCSEL-N2,1,PADON  ,2,PARED1A,552,60
VPDCSEL-N2,2,PARED1A,3,CZIPA1A,339,60
VPDCSEL-N2,3,CZIPA1A,4,CCATO4A,198,60
VPDCSEL-N2,4,CCATO4A,5,ESTADAA,509,60
VPDCSEL-N2,5,ESTADAA,6,ENCPA1A,993,60
VPDCSEL-N2,6,ENCPA1A,7,FONPA1A,707,60
VPDCSEL-N2,7,FONPA1A,8,PESPA1A,436,60
VPDCSEL-N2,8,PESPA1A,9,H24PA1A,403,60
VPDCSEL-N2,9,H24PA1A,10,LOMPA1A,535,60
VPDCSEL-N2,10,LOMPA1A,11,INDPA1A,648,60
VPDCSEL-N2,11,INDPA1A,12,PMAPA4A,389,60
